ticker,Date,Open,High,Low,Close,Volume,Returns,Volatility,Volume_MA,Price_MA_5,Price_MA_20,Price_MA_50,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,ATR,Price_Change,Volume_Spike
AAPL,2025-05-07 00:00:00-04:00,198.6836658614824,198.95301083885846,192.77812311451905,195.7707977294922,68536700,-0.011384763377168206,0.01808912237985938,68574615.0,201.96962890625,201.7386962890625,212.14951263427736,52.26232987609303,-1.5559695345056639,-1.4164125035615807,215.33360890767972,188.14378367044526,6.160638108605667,0.011384763377168206,0.9994470986093031
AAPL,2025-05-08 00:00:00-04:00,197.2372161152265,199.56152863729463,194.20463054641704,197.00778198242188,50478900,0.006318533035958307,0.018772868751373115,61878765.0,198.8113586425781,201.6708625793457,211.29420654296874,50.60298312254906,-1.8834293499724595,-1.50981693933388,215.34994271816424,187.99178244052717,6.218354166205957,0.006318533035958307,0.8157709676332422
AAPL,2025-05-09 00:00:00-04:00,198.51409591462888,200.0503289543839,197.05765414160055,198.0452423095703,36453900,0.0052660880535218,0.01557654787975128,57607460.0,197.45068969726563,202.07537231445312,210.52070007324218,56.79575905301106,-2.03703747115523,-1.6152620088740364,214.73628687548546,189.41445775342078,5.92478536756748,0.0052660880535218,0.6327982521708126
AAPL,2025-05-12 00:00:00-04:00,210.7308445260501,211.03050749278242,206.5156271207593,210.55104064941406,63775800,0.06314616899655467,0.029298027558152827,56424455.0,199.8800262451172,202.71961669921876,209.90673126220702,62.45578928634749,-1.1521435426481332,-1.5226376387755127,215.74197657945132,189.6972568189862,6.251631223475662,0.06314616899655467,1.1302865043180301
AAPL,2025-05-13 00:00:00-04:00,210.19144790738707,213.1580823159532,208.76307628033234,212.68861389160156,51909300,0.010152280585241868,0.028316848364847793,53952275.0,202.8126953125,203.25277252197264,209.41152801513672,60.06942245398822,-0.2778089984583403,-1.273670455248293,217.0079845169951,189.4975605269502,5.9770004654939,0.010152280585241868,0.9621336635016781
AAPL,2025-05-14 00:00:00-04:00,212.18917192393894,213.69746987061376,210.34127831689767,212.08929443359375,49325800,-0.0028178257737542234,0.02654789191823914,53851370.0,206.0763946533203,203.77491607666016,208.94623565673828,55.35426096312236,0.36307802880523354,-0.9463192274796505,218.05614339269803,189.4936887606223,5.797041473784298,0.0028178257737542234,0.9159618408965269
AAPL,2025-05-15 00:00:00-04:00,210.71086343228015,212.71859464512332,209.30245815432872,211.21029663085938,45029500,-0.004144470399044975,0.027919436437268835,53116225.0,208.91689758300782,204.64564895629883,208.46715393066407,53.0938261158109,0.7917127673295283,-0.5987115279630064,218.48163790707207,190.8096600055256,5.788098744117257,0.004144470399044975,0.8477541466849348
AAPL,2025-05-16 00:00:00-04:00,212.11926693678467,212.32903558469047,209.53220664773164,211.0205078125,54737900,-0.0008985774907133148,0.028548276699729584,53244885.0,211.51195068359374,205.37172317504883,207.99245635986327,51.79652167344896,1.1034760268949526,-0.25827299800600634,218.92894650773363,191.81449984236403,5.700005905913094,0.0008985774907133148,1.0280405338465846
AAPL,2025-05-19 00:00:00-04:00,207.67431083672193,209.24252311349682,204.02843943795537,208.54331970214844,46140500,-0.01173908704907789,0.007889034357197573,53214785.0,211.11040649414062,206.16447219848632,207.39359771728516,47.32443661610937,1.139604063732179,0.021303083793347385,218.38751964668685,193.9414247502858,5.923685032738776,0.01173908704907789,0.8670616634080172
AAPL,2025-05-20 00:00:00-04:00,207.4345828831543,208.2336790492342,204.79757620413463,206.62550354003906,42496600,-0.00919624836148425,0.004540292825109765,52690795.0,209.8977844238281,206.53313293457032,206.98761688232423,43.44112247613295,1.0034257142198726,0.21772798615401112,218.31518689209275,194.75107897704788,5.6988716358054585,0.00919624836148425,0.8065279713467979
AAPL,2025-05-21 00:00:00-04:00,204.93741112479617,206.80528635778637,200.4824756537251,201.86090087890625,59211800,-0.023059121838798324,0.008531543573557324,53004925.0,207.85210571289062,206.42115631103516,206.61881958007814,37.78502538936032,0.508700956571829,0.2759226694206673,218.34230715844916,194.50000546362116,5.747202161028501,0.023059121838798324,1.1170999675973505
AAPL,2025-05-22 00:00:00-04:00,200.48247209416806,202.52015274475195,199.4736073247078,201.13172912597656,46742400,-0.0036122485818445016,0.008622695749364197,52976495.0,205.83639221191407,206.0846824645996,206.31245056152343,45.05111660111173,0.05766464021081674,0.23227101006191855,218.21277713812466,193.95658779107455,5.169615446088612,0.0036122485818445016,0.8823233775658431
AAPL,2025-05-23 00:00:00-04:00,193.45045269257122,197.4758830409797,193.24069928507132,195.04864501953125,78432900,-0.03024427887573744,0.010836395032606222,54987025.0,202.64201965332032,205.39866561889647,206.03006317138673,45.488583605621145,-0.7777723107057284,0.030262147778673577,218.40762616271417,192.38970507507878,5.224506047338461,0.03024427887573744,1.4263892254581876
AAPL,2025-05-27 00:00:00-04:00,198.07520901450675,200.51244545494848,197.20618488735448,199.98304748535156,56288500,0.025298317070217013,0.021511125045783945,55864295.0,200.92996520996093,204.91647338867188,205.77034973144532,52.344833106656694,-1.0326164333069983,-0.18231373523351624,217.98034758059487,191.85259919674888,5.35612566146199,0.025298317070217013,1.0075934906186501
