date,open,high,low,close,volume,adj_close,price_change,price_change_abs,volume_change,volume_ma_5,unusual_volume,ma_5,price_to_ma5,ma_10,price_to_ma10,ma_20,price_to_ma20,rsi,bb_middle,bb_upper,bb_lower,bb_position,macd,macd_signal,macd_histogram,volatility_20,volatility_5,price_spike,sentiment_score,article_count,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_abs,high_news_volume,low_news_volume,sentiment_ma_3,news_count_ma_3,sentiment_ma_7,news_count_ma_7,sentiment_change,news_count_change,sentiment_volatility,high_impact_news,next_day_return,target
2025-02-03,592.6699829101562,600.2899780273438,590.489990234375,597.77001953125,65857200,594.220458984375,-0.006729566554251942,0.006729566554251942,-0.01066145486720882,50663220.0,0,602.1920043945313,0.992656852248101,603.7539978027344,0.9900887144544598,596.452001953125,1.0022097630216833,63.7925257122652,596.452001953125,614.302222125504,578.6017817807459,0.5369188045132487,1.9973346480207965,2.165041161955482,-0.1677065139346854,0.008932293216146645,0.006982399723370816,0,0.196,9,1,0,0,0.196,1,0,0.03,5.666666666666667,-0.04757142857142856,7.714285714285714,0.353,1.25,0.16631882749993285,0,0.006708281838506247,1
2025-02-04,597.8300170898438,602.2999877929688,597.280029296875,601.780029296875,33457800,598.2066650390625,0.006708281838506247,0.006708281838506247,-0.491964432134983,48468120.0,0,601.6440063476563,1.0002260854388703,603.627001953125,0.9969402086880244,596.9435028076172,1.008102151152513,65.64947950949559,596.9435028076172,614.8131048287145,579.0739007865199,0.6353283213455931,1.8960028828543045,2.110833524368282,-0.21483064151397757,0.008633579263243242,0.006394076431805012,0,0.142,9,1,0,0,0.142,1,0,0.06033333333333333,7.333333333333333,-0.043285714285714275,7.714285714285714,-0.05400000000000002,0.0,0.17142414676829554,0,0.004054540342757651,1
2025-02-05,600.6400146484375,604.3699951171875,598.5800170898438,604.219970703125,30653100,600.6321411132812,0.004054540342757651,0.004054540342757651,-0.08382798629915889,47163260.0,0,602.1260009765625,1.0034776271464219,603.4049987792969,1.001350621763951,597.3865020751953,1.0114389404584665,60.5069376552788,597.3865020751953,615.5280345546696,579.2449695957209,0.6883376896538714,1.9607025625099368,2.0806290361682276,-0.11992647365829079,0.00859092692393925,0.006335007756901452,0,-0.016,8,0,0,1,0.016,0,0,0.10733333333333332,8.666666666666666,-0.010857142857142853,7.571428571428571,-0.15799999999999997,-0.11111111111111116,0.14709116059032765,0,0.003475616038725038,1
2025-02-06,605.989990234375,606.4500122070312,602.6300048828125,606.3200073242188,35771500,602.7197265625,0.003475616038725038,0.003475616038725038,0.16697821753754116,46461300.0,0,602.3820068359375,1.006537380671388,603.0619995117188,1.0054024425600316,598.2710021972656,1.0134537777986758,63.24909962067837,598.2710021972656,616.3397694751634,580.2022349193678,0.7227325473608515,2.1321817888875785,2.0909885079343464,0.04119328095323205,0.008120070806019567,0.006045112216187789,0,0.212,8,1,0,0,0.212,0,0,0.11266666666666665,8.333333333333334,0.03585714285714286,7.571428571428571,0.22799999999999998,0.0,0.15987435542891035,0,-0.009153562023232031,0
2025-02-07,606.8900146484375,608.1300048828125,600.0499877929688,600.77001953125,50788500,597.2026977539062,-0.009153562023232031,0.009153562023232031,0.41980347483331704,43305620.0,0,602.1720092773437,0.9976717786205702,602.3420043945313,0.997390212119008,598.8350036621093,1.003231300537389,52.899477744504225,598.8350036621093,616.4481484572221,581.2218588669965,0.554931015774014,1.8547042414245425,2.043552446258195,-0.1888482048336524,0.008463274865914383,0.00710728520448173,0,-0.135,7,0,1,0,0.135,0,0,0.02033333333333333,7.666666666666667,0.041857142857142864,7.0,-0.347,-0.125,0.15110198385133652,0,0.0067912111491030824,1
2025-02-10,604.030029296875,605.5,602.739990234375,604.8499755859375,26048700,601.2584228515625,0.0067912111491030824,0.0067912111491030824,-0.4871142089252488,35343920.0,0,603.5880004882813,1.0020907889100434,602.8900024414063,1.0032509630887796,600.0530029296875,1.0079942482294553,51.67846886030764,600.0530029296875,615.5688932953666,584.5371125640085,0.6545825777056538,1.9034466501753968,2.0154463415524666,-0.11199969137706978,0.007630541138688897,0.006618538470086949,0,-0.152,8,0,1,0,0.152,0,0,-0.18433333333333335,4.666666666666667,-0.049999999999999996,6.571428571428571,0.12900000000000003,1.0,0.1744295464268216,0,0.000760555495121995,1
2025-02-11,602.5499877929688,605.8599853515625,602.4299926757812,605.3099975585938,30056700,601.7156982421875,0.000760555495121995,0.000760555495121995,0.15386564396687752,34663700.0,0,604.293994140625,1.001681306496209,602.9690002441406,1.0038824505298038,601.2490020751953,1.0067542656526365,48.885375627329914,601.2490020751953,614.1799859801229,588.3180181702678,0.6570257728745187,1.9517890573781642,2.0026840273352557,-0.05089496995709153,0.007635496876029495,0.006163943596646858,0,0.085,11,0,0,1,0.085,1,0,-0.116,7.666666666666667,-0.05814285714285715,6.857142857142857,0.237,0.375,0.16505093009071342,0,-0.0032215099947072723,0
2025-02-12,599.2000122070312,604.5499877929688,598.510009765625,603.3599853515625,45076100,599.7772827148438,-0.0032215099947072723,0.0032215099947072723,0.49970222945300047,37548300.0,0,604.1219970703125,0.9987386459648127,603.1239990234375,1.0003912733177707,602.3075012207031,1.0017474199287346,43.52319041055551,602.3075012207031,611.632639990283,592.9823624511232,0.5564326256619778,1.8272991927840394,1.9675390802105994,-0.14023988742656002,0.007725395720681338,0.006176193638316626,0,0.005,8,0,0,1,0.005,0,0,-0.020666666666666663,9.0,-0.055142857142857146,6.857142857142857,-0.08,-0.2727272727272727,0.16613190399140548,0,0.010557536581541571,1
2025-02-13,604.47998046875,609.9400024414062,603.2000122070312,609.72998046875,40921300,606.1094970703125,0.010557536581541571,0.010557536581541571,-0.0921730140806325,38578260.0,0,604.8039916992187,1.0081447689452108,603.5929992675781,1.0101674161373952,603.1549987792969,1.0109009818417487,51.632058898105555,603.1549987792969,611.8969959831585,594.4130015754353,0.8760571832800832,2.168108904800647,2.0077152146854718,0.16039369011517524,0.007031297973907639,0.007838209538115853,0,-0.076,8,0,0,1,0.076,0,0,0.004666666666666666,9.0,-0.09628571428571428,6.857142857142857,-0.081,0.0,0.11748718268491307,0,-4.9150054415414424e-05,0
2025-02-14,609.9400024414062,610.989990234375,609.0700073242188,609.7000122070312,26910400,606.0796508789062,-4.9150054415414424e-05,4.9150054415414424e-05,-0.34238648332286614,33802640.0,0,606.589990234375,1.0051270578524625,604.3809997558594,1.0088007605356892,604.0579986572266,1.0093401851516683,61.389235450792924,604.0579986572266,611.4127838868792,596.7032134275739,0.8835607277189764,2.4068256721852777,2.087636243627141,0.3191894285581367,0.006996604076481965,0.005579069104979485,0,0.406,7,1,0,0,0.406,0,0,0.11166666666666668,7.666666666666667,-0.018999999999999986,6.857142857142857,0.48200000000000004,-0.125,0.22052966542697466,0,0.0029358340027980656,1
