iter	RMSE
768	0.04765733967
769	0.04757878652
770	0.04750695931
771	0.04748307313
772	0.04741461573
773	0.04740739464
774	0.04735663183
775	0.04726990506
776	0.04726695361
777	0.04722014393
778	0.04716605527
779	0.04716283345
780	0.04712948673
781	0.04709678351
782	0.04701529505
783	0.04691218418
784	0.04685821799
785	0.04685585446
786	0.04677362937
787	0.04675540123
788	0.04675098891
789	0.04674801458
790	0.046651568
791	0.04657620428
792	0.04655465796
793	0.04648779669
794	0.04641002617
795	0.04639947122
796	0.04639620642
797	0.04622112805
798	0.04621246715
799	0.04614217324
800	0.04608992809
801	0.04602335513
802	0.04601108439
803	0.04600908457
804	0.04593622716
805	0.04585900624
806	0.04581835903
807	0.04571220841
808	0.04566464846
809	0.04560454917
810	0.04557116652
811	0.04556968411
812	0.04556531607
813	0.04553249674
814	0.04542389518
815	0.0454201533
816	0.04535818477
817	0.04530999154
818	0.04521840055
819	0.04514405406
820	0.04508444341
821	0.04505491585
822	0.04505310792
823	0.0449395449
824	0.04493538336
825	0.04484572728
826	0.04484347337
827	0.04478497348
828	0.04475084784
829	0.04474748341
830	0.04467327891
831	0.0446100809
832	0.04460701389
833	0.04460289513
834	0.0444713115
835	0.04446885089
836	0.04436853528
837	0.04432012178
838	0.04423437348
839	0.04422708355
840	0.04422372082
841	0.04416727774
842	0.04413709964
843	0.04413319479
844	0.04412963381
845	0.04398668062
846	0.04394138967
847	0.04382267747
848	0.04379560772
849	0.04371243009
850	0.04364886674
851	0.04363789284
852	0.04357165731
853	0.04357020687
854	0.04352158288
855	0.04344201131
856	0.0434022273
857	0.04339860057
858	0.04338698225
859	0.04336485845
860	0.04327394515
861	0.04325274182
862	0.0432509657
863	0.04320591643
864	0.04319392441
865	0.04319097074
866	0.04314848978
867	0.04309548461
868	0.04303933573
869	0.04298901678
870	0.04291812218
871	0.04284925071
872	0.04279706329
873	0.04270762501
874	0.04261297732
875	0.04260781758
876	0.04255014064
877	0.04247600787
878	0.04247194563
879	0.04246863581
880	0.04246699864
881	0.04245485054
882	0.04237719396
883	0.04232180018
884	0.04224604582
885	0.04214908062
886	0.0421453554
887	0.0421415222
888	0.04209757888
889	0.04208617277
890	0.04208488155
891	0.04207981194
892	0.04204944791
893	0.04204314183
894	0.04197846406
895	0.04186836451
896	0.04184135175
897	0.04176904215
898	0.04171485612
899	0.04171118505
900	0.04170906274
901	0.04163839595
902	0.04151244838
903	0.04141645065
904	0.0413431357
905	0.04134080532
906	0.04132278888
907	0.04125459874
908	0.04123425816
909	0.04118203726
910	0.04108662478
911	0.04106429202
912	0.0410611811
913	0.04103701224
914	0.04099177428
915	0.04094088022
916	0.04089879392
917	0.04082888983
918	0.04081884381
919	0.04080688736
920	0.04073082396
921	0.04068642055
922	0.04067753417
923	0.04061782165
924	0.04053745729
925	0.04052423809
926	0.04052151707
927	0.04044517825
928	0.04044067057
929	0.04033066002
930	0.04027269936
931	0.04024522938
932	0.0402387581
933	0.04022688546
934	0.0401080209
935	0.04006420871
936	0.0400602071
937	0.03997812911
938	0.03990097811
939	0.03989851891
940	0.03989735076
941	0.03983822287
942	0.03979729002
943	0.03979488493
944	0.03977211097
945	0.03966186004
946	0.03961894524
947	0.03956372762
948	0.03950950002
949	0.03946996438
950	0.03939778385
951	0.03934123124
952	0.0393030975
953	0.03922999708
954	0.03922801714
955	0.03922510376
956	0.03916246393
957	0.03910167625
958	0.03909892554
959	0.03905274397
960	0.03904270918
961	0.03891797778
962	0.0388884674
963	0.03880767037
964	0.0387715101
965	0.03871259915
966	0.03870876668
967	0.03869118991
968	0.03868688964
969	0.03864026629
970	0.03861144675
971	0.03856118649
972	0.03855892709
973	0.03846194319
974	0.03845982567
975	0.03843115749
976	0.03838543389
977	0.03833236874
978	0.03829427198
979	0.03829219258
980	0.03822443817
981	0.03817056726
982	0.03809469677
983	0.03804518679
984	0.03804224377
985	0.03802953459
986	0.03791351732
987	0.03786072945
988	0.03784219914
989	0.03778620404
990	0.03777271974
991	0.03775531722
992	0.03771511382
993	0.03769137075
994	0.03769019706
995	0.03768080193
996	0.03767863093
997	0.0376757384
998	0.0376426315
999	0.03764100988
1000	0.03763221151
1001	0.03759645192
1002	0.03759079735
1003	0.03758842818
1004	0.0375859129
1005	0.03755591585
1006	0.03751012064
1007	0.03739464964
1008	0.03734187276
1009	0.03731964736
1010	0.03729980065
1011	0.03729299039
1012	0.03727290635
1013	0.03725452895
1014	0.03723774506
1015	0.03718263134
1016	0.03713731956
1017	0.03713492118
1018	0.03709217612
1019	0.0370709183
1020	0.03696694684
1021	0.03696540651
1022	0.03685629029
1023	0.03685255456
1024	0.0368478809
1025	0.03682765588
1026	0.03682591145
1027	0.03669723372
1028	0.03668104542
1029	0.03660510249
1030	0.03656082715
1031	0.0365127692
1032	0.0364811964
1033	0.03647910372
1034	0.03646193723
1035	0.03640459567
1036	0.03636220535
1037	0.03635039283
1038	0.03629790727
1039	0.03627248492
1040	0.03625308905
1041	0.03622820625
1042	0.03618838057
1043	0.03614826708
1044	0.03605048192
1045	0.0360081741
1046	0.03595752669
1047	0.03591735414
1048	0.03587667296
1049	0.03580669618
1050	0.03571332338
1051	0.03567396517
1052	0.03556926432
1053	0.03556224995
1054	0.03550502115
1055	0.03548642435
1056	0.0354371744
1057	0.03537525198
1058	0.03536379626
1059	0.03530809199
1060	0.03530594514
1061	0.03528001199
1062	0.03524344462
1063	0.03519642384
1064	0.03510441982
1065	0.03506075163
1066	0.03505818357
1067	0.03505318661
1068	0.03503032566
1069	0.03498198752
1070	0.03496130784
1071	0.03488834354
1072	0.03487575245
1073	0.03485671671
1074	0.03475996756
1075	0.03473016131
1076	0.03472158582
1077	0.0347000191
1078	0.03466533687
1079	0.03465749646
1080	0.03460710753
1081	0.03454886909
1082	0.03447390344
1083	0.03440497836
1084	0.03435603845
1085	0.03429920519
1086	0.03428908171
1087	0.03423644999
1088	0.03413354823
1089	0.03412868372
1090	0.03404888585
1091	0.03398739014
1092	0.03393683635
1093	0.03393382558
1094	0.03391852853
1095	0.03390302224
1096	0.03389486619
1097	0.03388231257
1098	0.03382736767
1099	0.0338207148
1100	0.03381183887
1101	0.03379817072
1102	0.03377698519
1103	0.0337108204
1104	0.03369894897
1105	0.03366260462
1106	0.03366032479
1107	0.03363964828
1108	0.03363078343
1109	0.03357152718
1110	0.03354624489
1111	0.03354341932
1112	0.03350366491
1113	0.03344329888
1114	0.03342243708
1115	0.03340043966
1116	0.03339951782
1117	0.03335178769
1118	0.03328377347
1119	0.03328159292
1120	0.03322128211
1121	0.033118676
1122	0.03306577307
1123	0.03304506659
1124	0.03302230997
1125	0.03301877573
1126	0.03301376099
1127	0.03299256365
1128	0.03297149592
1129	0.03292399314
1130	0.03292295392
1131	0.0328639161
1132	0.03281752596
1133	0.03277406068
1134	0.03271841054
1135	0.03265101009
1136	0.03260233287
1137	0.0325858014
1138	0.03251095148
1139	0.03247883114
1140	0.03243480716
1141	0.03238673177
1142	0.03238459602
1143	0.03233634272
1144	0.03228201155
1145	0.0322633323
1146	0.03222252548
1147	0.03218058378
1148	0.03217931047
1149	0.0321772448
1150	0.03214560009
1151	0.03213798033
1152	0.03209063531
1153	0.03205133265
1154	0.03203711237
1155	0.03203311215
1156	0.03202981061
1157	0.03200405953
1158	0.03199832379
1159	0.03196260339
1160	0.03195083125
1161	0.03193074778
1162	0.03188323498
1163	0.03186851389
1164	0.03180598186
1165	0.03180441274
1166	0.03178368294
1167	0.03172435372
1168	0.03172160358
1169	0.0317115416
1170	0.03167185597
1171	0.03162918897
1172	0.03161248957
1173	0.0315894534
1174	0.03155468111
1175	0.03155337983
1176	0.03150187502
1177	0.03146190473
1178	0.03145325026
1179	0.03143189188
1180	0.03137974306
1181	0.03137015274
1182	0.03135904478
1183	0.03131160535
1184	0.03124020702
1185	0.03117790718
1186	0.03114522516
1187	0.03112954524
1188	0.03111874629
1189	0.03108413532
1190	0.03106312747
1191	0.03105740551
1192	0.03104691091
1193	0.03100306456
1194	0.03097759046
1195	0.03096068341
1196	0.03094557023
1197	0.03089164656
1198	0.03085768375
1199	0.03084919352
1200	0.0308301503
1201	0.03082876541
1202	0.03081596974
1203	0.03079469966
1204	0.03076312147
1205	0.03072744911
1206	0.03072240245
1207	0.03072102977
1208	0.03070824612
1209	0.03069673889
1210	0.03060829935
1211	0.03057984158
1212	0.03057818217
1213	0.03052253253
1214	0.03046321707
1215	0.03040425838
1216	0.03039122714
1217	0.03038088907
1218	0.03029765964
1219	0.03029417636
1220	0.03029146548
1221	0.03023848103
1222	0.03020702416
1223	0.03013979988
1224	0.03009914642
1225	0.03006880164
1226	0.03003081146
1227	0.02998105925
1228	0.02997803384
1229	0.02992490252
1230	0.02992253082
1231	0.02989820511
1232	0.02989414455
1233	0.02985885982
1234	0.0298433108
1235	0.02980974964
1236	0.02980326891
1237	0.02977432597
1238	0.02975378574
1239	0.02973272594
1240	0.02971915744
1241	0.02967609184
1242	0.0296322611
1243	0.02962827367
1244	0.02960937118
1245	0.02956302429
1246	0.02955896934
1247	0.02954340868
1248	0.02948972488
1249	0.02947195148
1250	0.02941569566
1251	0.02941299135
1252	0.02940791841
1253	0.02938436709
1254	0.02936774708
1255	0.02934111247
1256	0.02932449657
1257	0.02930257407
1258	0.02930036522
1259	0.02927096765
1260	0.02924567202
1261	0.02919420609
1262	0.02914469141
1263	0.02907932733
1264	0.02907776944
1265	0.02905355623
1266	0.02899258485
1267	0.02897104922
1268	0.02893260937
1269	0.02892083368
1270	0.02891668289
1271	0.02887562595
1272	0.02886671618
1273	0.02885273409
1274	0.02879877685
1275	0.02876837172
1276	0.02873439647
1277	0.02871509958
1278	0.02869696009
1279	0.02862099728
1280	0.02858420229
1281	0.02854188669
1282	0.02851983111
1283	0.02849577343
1284	0.02844137284
1285	0.02841564141
1286	0.02838282077
1287	0.02837547063
1288	0.02834078682
1289	0.02828806959
1290	0.0282596578
1291	0.02825453231
1292	0.02821340642
1293	0.02816834491
1294	0.02815357671
1295	0.02812713432
1296	0.02812571416
1297	0.02806315549
1298	0.02802978102
1299	0.02802689852
1300	0.0279822988
1301	0.02795610784
1302	0.02795002122
1303	0.02790552217
1304	0.02786891002
1305	0.02782644549
1306	0.02780415791
1307	0.02779047297
1308	0.02776644065
1309	0.02773012352
1310	0.02769077713
1311	0.02768815209
1312	0.02767323768
1313	0.02762057735
1314	0.02761828779
1315	0.02761551406
1316	0.02760738387
1317	0.02759442546
1318	0.02757404972
1319	0.02752449079
1320	0.02751374766
1321	0.02750358811
1322	0.02747954212
1323	0.02747818176
1324	0.02744854982
1325	0.02741462632
1326	0.02738858585
1327	0.02736368378
1328	0.02732420919
1329	0.02726723335
1330	0.02724596943
1331	0.02724467107
1332	0.02723151672
1333	0.02721783269
1334	0.02720063878
1335	0.02714932859
1336	0.02711205012
1337	0.02709222362
1338	0.02703970073
1339	0.02703225471
1340	0.02700137285
1341	0.02695757822
1342	0.02692881622
1343	0.02691219349
1344	0.02688445911
1345	0.02687060056
1346	0.02684699647
1347	0.02681528696
1348	0.02677288021
1349	0.0267184845
1350	0.02669343203
