Date,Close,Volume,Returns,MA_5,MA_10,MA_20,MA_50,RSI,BB_position,Volatility_5,Volatility_10,Volatility_20,Volume_ratio_10,Volume_ratio_20,ATR,Returns_lag_1,Returns_lag_2,Returns_lag_3,RSI_lag_1,RSI_lag_2,RSI_lag_3,Volatility_20_lag_1,Volatility_20_lag_2,Volatility_20_lag_3,BB_position_lag_1,BB_position_lag_2,BB_position_lag_3,Price_momentum_5,Price_momentum_10
2020-05-22 00:00:00-04:00,2955.449951171875,3970860000,0.002353711326488428,2950.483984375,2908.8929931640623,2894.2019775390627,2731.4705859375,61.7096387021238,0.8272701766805125,0.017588979501483724,0.016018048067324996,0.01558238004188467,0.7554808060014422,0.7475979204711144,57.324305943080354,-0.007773596407737116,0.01665110025908012,-0.010484399194493177,62.11037326360566,55.42957336986468,48.41704352774623,0.015802674646806764,0.015631096510474552,0.015976693739380366,0.8264641272021699,0.972893398398885,0.7743852740013228,0.03203897110884624,0.008754830335268027
2020-05-26 00:00:00-04:00,2991.77001953125,5848500000,0.012289184036080147,2958.056005859375,2915.0510009765626,2899.8664794921874,2737.0855859375,62.536343882365436,0.9468911234541764,0.011939295513111754,0.016402695369973096,0.015488767668230378,1.0913524615936676,1.0944622847005456,58.094308035714285,0.002353711326488428,-0.007773596407737116,0.01665110025908012,61.7096387021238,62.11037326360566,55.42957336986468,0.01558238004188467,0.015802674646806764,0.015631096510474552,0.8272701766805125,0.8264641272021699,0.972893398398885,0.01281694721517046,0.021015729135786643
2020-05-27 00:00:00-04:00,3036.1298828125,6398000000,0.014827297215913804,2980.693994140625,2931.6519775390625,2908.5034790039062,2750.0855859375,68.18084652571463,1.0414932060378541,0.010246847328125424,0.014684068891959135,0.01564111792215303,1.1660746987670738,1.1894267067380893,59.74000767299107,0.012289184036080147,0.002353711326488428,-0.007773596407737116,62.536343882365436,61.7096387021238,62.11037326360566,0.015488767668230378,0.01558238004188467,0.015802674646806764,0.9468911234541764,0.8272701766805125,0.8264641272021699,0.03872468941383489,0.05784070312279366
2020-05-28 00:00:00-04:00,3029.72998046875,5447020000,-0.0021079145460738413,2992.31796875,2952.6249755859376,2913.0144775390627,2760.09638671875,65.16148292570121,0.9516719113435129,0.009546485731612403,0.012650813393295832,0.014653547136764597,1.0056678693895726,1.0240432130737145,59.152151925223215,0.014827297215913804,0.012289184036080147,0.002353711326488428,68.18084652571463,62.536343882365436,61.7096387021238,0.01564111792215303,0.015488767668230378,0.01558238004188467,1.0414932060378541,0.9468911234541764,0.8272701766805125,0.01955837776352798,0.07437233349955674
2020-05-29 00:00:00-04:00,3044.31005859375,7297550000,0.004812335824971425,3011.477978515625,2971.8059814453127,2919.6084838867187,2773.0205859375,62.5606093796781,0.9393554099056733,0.007017361834437558,0.01257788616217708,0.014442201029496404,1.307578996671363,1.3623068200093733,59.122855050223215,-0.0021079145460738413,0.014827297215913804,0.012289184036080147,65.16148292570121,68.18084652571463,62.536343882365436,0.014653547136764597,0.01564111792215303,0.015488767668230378,0.9516719113435129,1.0414932060378541,0.9468911234541764,0.032491003425740406,0.06724279004163014
2020-06-01 00:00:00-04:00,3055.72998046875,4684170000,0.003751234813537785,3031.533984375,2991.008984375,2930.859484863281,2785.9473876953125,63.445152275477476,0.9224412945208006,0.006839750512248191,0.012582142901075141,0.012548420700300296,0.8518825666850349,0.8750587873758109,58.396414620535715,0.004812335824971425,-0.0021079145460738413,0.014827297215913804,62.5606093796781,65.16148292570121,68.18084652571463,0.014442201029496404,0.014653547136764597,0.01564111792215303,0.9393554099056733,0.9516719113435129,1.0414932060378541,0.03393054558650621,0.06705661646510586
2020-06-02 00:00:00-04:00,3080.820068359375,5197150000,0.008210832780053412,3049.343994140625,3003.7,2942.7634887695312,2801.465390625,74.39333718112292,0.9423918819250308,0.006224216347410838,0.009142309811374472,0.012585329592929668,0.9658410268208747,0.9667248476736169,55.05357142857143,0.003751234813537785,0.004812335824971425,-0.0021079145460738413,63.445152275477476,62.5606093796781,65.16148292570121,0.012548420700300296,0.014442201029496404,0.014653547136764597,0.9224412945208006,0.9393554099056733,0.9516719113435129,0.02976500474527688,0.04296344845512712
2020-06-03 00:00:00-04:00,3122.8701171875,6005560000,0.013648979133831007,3066.692041015625,3023.693017578125,2955.484997558594,2819.174794921875,85.73182266986035,0.9886748479613552,0.005810182938310126,0.007923866792336916,0.012721905420408224,1.0952893090581737,1.1081796142750486,52.848563058035715,0.008210832780053412,0.003751234813537785,0.004812335824971425,74.39333718112292,63.445152275477476,62.5606093796781,0.012585329592929668,0.012548420700300296,0.014442201029496404,0.9423918819250308,0.9224412945208006,0.9393554099056733,0.028569342459963787,0.06840037078731842
2020-06-04 00:00:00-04:00,3112.35009765625,6451290000,-0.0033687022311144066,3083.216064453125,3037.7670166015623,2968.681506347656,2832.4751953125,82.33333090304612,0.9056084976022178,0.006242991156507974,0.007645008736789079,0.012577696848938122,1.1463514575831713,1.1735511542341808,49.444266183035715,0.013648979133831007,0.008210832780053412,0.003751234813537785,85.73182266986035,74.39333718112292,63.445152275477476,0.012721905420408224,0.012585329592929668,0.012548420700300296,0.9886748479613552,0.9423918819250308,0.9224412945208006,0.02726979556597886,0.0473615262927205
2020-06-05 00:00:00-04:00,3193.929931640625,8639300000,0.026211650818398713,3113.1400390625,3062.3090087890623,2984.318505859375,2846.8425927734374,84.96643524981232,1.027965488675472,0.011142542684684991,0.008944895033513062,0.013410194242641234,1.4413390858100015,1.5236152605606423,53.097115652901785,-0.0033687022311144066,0.013648979133831007,0.008210832780053412,82.33333090304612,85.73182266986035,74.39333718112292,0.012577696848938122,0.012721905420408224,0.012585329592929668,0.9056084976022178,0.9886748479613552,0.9423918819250308,0.04914738320576606,0.08323523442761127
