Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,MA_20,MA_50,Volatility,RSI,MACD,BB_upper,BB_middle,BB_lower,BB_width,BB_position,STOCH_K,STOCH_D,WILLIAMS_R,ATR,ATR_ratio,CCI,MFI,ADX,PLUS_DI,MINUS_DI,SAR,SAR_signal,volatility_5,volatility_10,volatility_20,volatility_50,volatility_ratio_5,volatility_ratio_10,volatility_ratio_50,vol_breakout_5,vol_breakout_10,price_change_1,momentum_1,price_change_3,momentum_3,price_change_5,momentum_5,price_change_10,momentum_10,volume_sma_20,volume_ratio,volume_breakout,price_volume_trend,vol_regime,Returns_lag_1,Returns_lag_2,Returns_lag_3,Returns_lag_4,Returns_lag_5,RSI_lag_1,RSI_lag_2,RSI_lag_3,RSI_lag_4,RSI_lag_5,MACD_lag_1,MACD_lag_2,MACD_lag_3,MACD_lag_4,MACD_lag_5,Volatility_lag_1,Volatility_lag_2,Volatility_lag_3,Volatility_lag_4,Volatility_lag_5,volume_ratio_lag_1,volume_ratio_lag_2,volume_ratio_lag_3,volume_ratio_lag_4,volume_ratio_lag_5,BB_position_lag_1,BB_position_lag_2,BB_position_lag_3,BB_position_lag_4,BB_position_lag_5,Returns_ma_3,Returns_ma_7,RSI_ma_3,RSI_ma_7,volume_ratio_ma_3,volume_ratio_ma_7,trend_strength,ma_20_slope,ma_50_slope,doji,hammer,gap_up,gap_down,ma_alignment,Returns_zscore,Volume_zscore,RSI_zscore,Volume_percentile,Volatility_percentile,ATR_percentile,returns_autocorr_1
2020-03-13 00:00:00-04:00,2569.989990234375,2711.330078125,2492.3701171875,2711.02001953125,8299070000,0.0,0.0,0.0928712497297183,3051.6454833984376,3197.861791992188,0.0439203896970714,35.476085171606684,-151.1081844217988,2817.782602770787,2531.537976074219,2245.293349377651,0.22614286603787137,0.9511562282686035,60.061055107835166,38.37662166930321,-46.3607314584568,157.58140345982142,0.06236155350422133,3.200076711580669,50.85217058075846,17.416218528603633,17.469192143213025,20.949812944983286,2711.330078125,-1,0.0855131995622106,0.07008291454649059,0.05396505552777782,0.036278671831914695,0.6188754764230758,0.6511926831701469,2.328185536124737,0,0,-0.11984055240393443,-0.11984055240393443,-0.11542516086956289,-0.11542516086956289,-0.14979605267779128,-0.14979605267779128,-0.06254105377556052,-0.06254105377556052,7280466000.0,1.0850335679062302,0,0.010645131015244924,0,0.0928712497297183,0.0928712497297183,0.0928712497297183,0.0928712497297183,0.0928712497297183,35.476085171606684,35.476085171606684,35.476085171606684,35.476085171606684,35.476085171606684,-151.1081844217988,-151.1081844217988,-151.1081844217988,-151.1081844217988,-151.1081844217988,0.0439203896970714,0.0439203896970714,0.0439203896970714,0.0439203896970714,0.0439203896970714,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.010995182356602733,-0.0123986839641472,34.38111567089167,34.1575727561871,0.8768960946761961,0.8389642877086185,0.5646798847214142,-0.016286787484073684,-0.0054518942440018115,0,0,0,0,0,-0.049659881419382115,-1.7216976868956229,0.6641477174654671,0.3333333333333333,0.43253968253968256,0.36904761904761907,-0.48544921566001337
2020-03-16 00:00:00-04:00,2508.590087890625,2562.97998046875,2380.93994140625,2386.1298828125,7805450000,0.0,0.0,-0.1198405524039344,3001.943981933594,3180.4273876953125,0.0501812681674352,31.445216641361757,-177.75588086553807,2817.782602770787,2531.537976074219,2245.293349377651,0.22614286603787137,0.9511562282686035,60.061055107835166,38.37662166930321,-46.3607314584568,157.58140345982142,0.06236155350422133,3.200076711580669,50.85217058075846,17.416218528603633,17.469192143213025,20.949812944983286,2711.330078125,-1,0.0855131995622106,0.07008291454649059,0.05396505552777782,0.036278671831914695,0.6188754764230758,0.6511926831701469,2.328185536124737,0,0,-0.11984055240393443,-0.11984055240393443,-0.11542516086956289,-0.11542516086956289,-0.14979605267779128,-0.14979605267779128,-0.06254105377556052,-0.06254105377556052,7280466000.0,1.0850335679062302,0,0.010645131015244924,0,0.0928712497297183,0.0928712497297183,0.0928712497297183,0.0928712497297183,0.0928712497297183,35.476085171606684,35.476085171606684,35.476085171606684,35.476085171606684,35.476085171606684,-151.1081844217988,-151.1081844217988,-151.1081844217988,-151.1081844217988,-151.1081844217988,0.0439203896970714,0.0439203896970714,0.0439203896970714,0.0439203896970714,0.0439203896970714,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.010995182356602733,-0.0123986839641472,34.38111567089167,34.1575727561871,0.8768960946761961,0.8389642877086185,0.5646798847214142,-0.016286787484073684,-0.0054518942440018115,0,0,0,0,0,-0.049659881419382115,-1.7216976868956229,0.6641477174654671,0.3333333333333333,0.43253968253968256,0.36904761904761907,-0.48544921566001337
2020-03-17 00:00:00-04:00,2425.659912109375,2553.929931640625,2367.0400390625,2529.18994140625,8370250000,0.0,0.0,0.0599548497440243,2959.888977050781,3166.3141845703126,0.0529403847170261,36.22204519970656,-185.37815854682367,2817.782602770787,2531.537976074219,2245.293349377651,0.22614286603787137,0.9511562282686035,60.061055107835166,38.37662166930321,-46.3607314584568,157.58140345982142,0.06236155350422133,3.200076711580669,50.85217058075846,17.416218528603633,17.469192143213025,20.949812944983286,2704.722275390625,-1,0.0855131995622106,0.07008291454649059,0.05396505552777782,0.036278671831914695,0.6188754764230758,0.6511926831701469,2.328185536124737,0,0,0.05995484974402432,0.05995484974402432,-0.11542516086956289,-0.11542516086956289,-0.14979605267779128,-0.14979605267779128,-0.06254105377556052,-0.06254105377556052,7280466000.0,1.0850335679062302,0,0.010645131015244924,0,-0.1198405524039344,0.0928712497297183,0.0928712497297183,0.0928712497297183,0.0928712497297183,31.445216641361757,35.476085171606684,35.476085171606684,35.476085171606684,35.476085171606684,-177.75588086553807,-151.1081844217988,-151.1081844217988,-151.1081844217988,-151.1081844217988,0.0501812681674352,0.0439203896970714,0.0439203896970714,0.0439203896970714,0.0439203896970714,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.010995182356602733,-0.0123986839641472,34.38111567089167,34.1575727561871,0.8768960946761961,0.8389642877086185,0.5646798847214142,-0.014009257046737068,-0.004437517793867012,0,0,0,0,0,-0.049659881419382115,-1.7216976868956229,0.6641477174654671,0.3333333333333333,0.43253968253968256,0.36904761904761907,-0.48544921566001337
2020-03-18 00:00:00-04:00,2436.5,2453.570068359375,2280.52001953125,2398.10009765625,8799300000,0.0,0.0,-0.0518307627291578,2910.4864868164063,3149.3505859375,0.0534576826582502,36.333556014146,-199.52363288321976,2817.782602770787,2531.537976074219,2245.293349377651,0.22614286603787137,0.9511562282686035,60.061055107835166,38.37662166930321,-46.3607314584568,157.58140345982142,0.06236155350422133,3.200076711580669,50.85217058075846,17.416218528603633,17.469192143213025,20.949812944983286,2691.2149859375,-1,0.0855131995622106,0.07008291454649059,0.05396505552777782,0.036278671831914695,0.6188754764230758,0.6511926831701469,2.328185536124737,0,0,-0.051830762729157875,-0.051830762729157875,-0.11542516086956289,-0.11542516086956289,-0.14979605267779128,-0.14979605267779128,-0.06254105377556052,-0.06254105377556052,7280466000.0,1.0850335679062302,0,0.010645131015244924,0,0.0599548497440243,-0.1198405524039344,0.0928712497297183,0.0928712497297183,0.0928712497297183,36.22204519970656,31.445216641361757,35.476085171606684,35.476085171606684,35.476085171606684,-185.37815854682367,-177.75588086553807,-151.1081844217988,-151.1081844217988,-151.1081844217988,0.0529403847170261,0.0501812681674352,0.0439203896970714,0.0439203896970714,0.0439203896970714,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,-0.037238821796355966,-0.0123986839641472,34.666939285071436,34.1575727561871,0.8768960946761961,0.8389642877086185,0.5646798847214142,-0.0166906565136098,-0.005357522230572532,0,0,0,0,0,-0.049659881419382115,-1.7216976868956229,0.6641477174654671,0.3333333333333333,0.43253968253968256,0.36904761904761907,-0.48544921566001337
2020-03-19 00:00:00-04:00,2393.47998046875,2466.969970703125,2319.780029296875,2409.389892578125,7956100000,0.0,0.0,0.0047078080405855,2862.294482421875,3132.79478515625,0.053591449776213,37.09636683022503,-207.4371602848346,2817.782602770787,2531.537976074219,2245.293349377651,0.22614286603787137,0.9511562282686035,60.061055107835166,38.37662166930321,-46.3607314584568,157.58140345982142,0.06236155350422133,3.200076711580669,50.85217058075846,17.416218528603633,17.469192143213025,20.949812944983286,2666.573287953125,-1,0.0855131995622106,0.07008291454649059,0.05396505552777782,0.036278671831914695,0.6188754764230758,0.6511926831701469,2.328185536124737,0,0,0.0047078080405855705,0.0047078080405855705,0.009748006566268286,0.009748006566268286,-0.14979605267779128,-0.14979605267779128,-0.06254105377556052,-0.06254105377556052,7280466000.0,1.0850335679062302,0,0.010645131015244924,0,-0.0518307627291578,0.0599548497440243,-0.1198405524039344,0.0928712497297183,0.0928712497297183,36.333556014146,36.22204519970656,31.445216641361757,35.476085171606684,35.476085171606684,-199.52363288321976,-185.37815854682367,-177.75588086553807,-151.1081844217988,-151.1081844217988,0.0534576826582502,0.0529403847170261,0.0501812681674352,0.0439203896970714,0.0439203896970714,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.004277298351817334,-0.0123986839641472,36.55065601469253,34.1575727561871,0.8768960946761961,0.8389642877086185,0.5646798847214142,-0.016558058115997525,-0.0052568935497925165,0,0,0,0,0,-0.049659881419382115,-1.7216976868956229,0.6641477174654671,0.3333333333333333,0.43253968253968256,0.36904761904761907,-0.48544921566001337
2020-03-20 00:00:00-04:00,2431.93994140625,2453.010009765625,2295.56005859375,2304.919921875,9053950000,0.0,0.0,-0.0433595123084619,2810.652978515625,3113.8321826171878,0.0539391876950355,31.118812897081757,-219.48834435018443,2817.782602770787,2531.537976074219,2245.293349377651,0.22614286603787137,0.9511562282686035,60.061055107835166,38.37662166930321,-46.3607314584568,157.58140345982142,0.06236155350422133,3.200076711580669,50.85217058075846,17.416218528603633,17.469192143213025,20.949812944983286,2643.4100918478125,-1,0.06712462932555693,0.07008291454649059,0.05396505552777782,0.036278671831914695,0.6188754764230758,0.6511926831701469,2.328185536124737,0,0,-0.04335951230846191,-0.04335951230846191,-0.08867266782128436,-0.08867266782128436,-0.14979605267779128,-0.14979605267779128,-0.06254105377556052,-0.06254105377556052,7280466000.0,1.0850335679062302,0,0.010645131015244924,0,0.0047078080405855,-0.0518307627291578,0.0599548497440243,-0.1198405524039344,0.0928712497297183,37.09636683022503,36.333556014146,36.22204519970656,31.445216641361757,35.476085171606684,-207.4371602848346,-199.52363288321976,-185.37815854682367,-177.75588086553807,-151.1081844217988,0.053591449776213,0.0534576826582502,0.0529403847170261,0.0501812681674352,0.0439203896970714,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,-0.03016082233234473,-0.0123986839641472,34.84957858048426,34.1575727561871,0.8768960946761961,0.8389642877086185,0.5646798847214142,-0.018041995407318975,-0.006052934788103699,0,0,0,0,0,-0.049659881419382115,-1.7216976868956229,0.6641477174654671,0.3333333333333333,0.43253968253968256,0.36904761904761907,-0.48544921566001337
2020-03-23 00:00:00-04:00,2290.7099609375,2300.72998046875,2191.860107421875,2237.39990234375,7411380000,0.0,0.0,-0.0292938678218044,2761.228479003906,3093.086181640625,0.0538791798464579,31.41092653918193,-231.74106741389096,2817.782602770787,2531.537976074219,2245.293349377651,0.22614286603787137,0.9511562282686035,60.061055107835166,38.37662166930321,-46.3607314584568,157.58140345982142,0.06236155350422133,3.200076711580669,50.85217058075846,17.416218528603633,17.469192143213025,20.949812944983286,2621.636687508819,-1,0.045622449007422725,0.07008291454649059,0.05396505552777782,0.036278671831914695,0.6188754764230758,0.6511926831701469,2.328185536124737,0,0,-0.02929386782180443,-0.02929386782180443,-0.06701146272816472,-0.06701146272816472,-0.06233104976391479,-0.06233104976391479,-0.06254105377556052,-0.06254105377556052,7280466000.0,1.0850335679062302,0,0.010645131015244924,0,-0.0433595123084619,0.0047078080405855,-0.0518307627291578,0.0599548497440243,-0.1198405524039344,31.118812897081757,37.09636683022503,36.333556014146,36.22204519970656,31.445216641361757,-219.48834435018443,-207.4371602848346,-199.52363288321976,-185.37815854682367,-177.75588086553807,0.0539391876950355,0.053591449776213,0.0534576826582502,0.0529403847170261,0.0501812681674352,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,-0.0226485240298936,-0.0123986839641472,33.208702088829575,34.1575727561871,0.8768960946761961,0.8389642877086185,0.5646798847214142,-0.017584703586502895,-0.006662530207111439,0,0,0,0,0,-0.049659881419382115,-1.7216976868956229,0.6641477174654671,0.3333333333333333,0.43253968253968256,0.36904761904761907,-0.48544921566001337
2020-03-24 00:00:00-04:00,2344.43994140625,2449.7099609375,2344.43994140625,2447.330078125,7563150000,0.0,0.0,0.0938277397622755,2727.1844848632813,3076.72578125,0.0591279691495588,34.072640443064884,-222.140266527927,2817.782602770787,2531.537976074219,2245.293349377651,0.22614286603787137,0.9511562282686035,60.061055107835166,38.37662166930321,-46.3607314584568,157.58140345982142,0.06236155350422133,3.200076711580669,50.85217058075846,17.416218528603633,17.469192143213025,20.949812944983286,2587.254561101863,-1,0.059404857236251433,0.07008291454649059,0.05396505552777782,0.036278671831914695,0.6188754764230758,0.6511926831701469,2.328185536124737,0,0,0.09382773976227554,0.09382773976227554,0.015746801986571635,0.015746801986571635,-0.03236604018586886,-0.03236604018586886,-0.06254105377556052,-0.06254105377556052,7280466000.0,1.0850335679062302,0,0.010645131015244924,0,-0.0292938678218044,-0.0433595123084619,0.0047078080405855,-0.0518307627291578,0.0599548497440243,31.41092653918193,31.118812897081757,37.09636683022503,36.333556014146,36.22204519970656,-231.74106741389096,-219.48834435018443,-207.4371602848346,-199.52363288321976,-185.37815854682367,0.0538791798464579,0.0539391876950355,0.053591449776213,0.0534576826582502,0.0529403847170261,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.0070581198773363996,-0.012262042530924744,32.20079329310952,33.9570806521097,0.8768960946761961,0.8389642877086185,0.5646798847214142,-0.012329292704132166,-0.005289345149105088,0,0,1,0,0,-0.049659881419382115,-1.7216976868956229,0.6641477174654671,0.3333333333333333,0.43253968253968256,0.36904761904761907,-0.48544921566001337
2020-03-25 00:00:00-04:00,2457.77001953125,2571.419921875,2407.530029296875,2475.56005859375,8300010000,0.0,0.0,0.0115350114482219,2695.1429931640623,3060.474384765625,0.0593188010101143,36.7252509607238,-209.8557242442448,2817.782602770787,2531.537976074219,2245.293349377651,0.22614286603787137,0.9511562282686035,60.061055107835166,38.37662166930321,-46.3607314584568,157.58140345982142,0.06236155350422133,3.200076711580669,50.85217058075846,17.416218528603633,17.469192143213025,20.949812944983286,2191.860107421875,1,0.05342526002620871,0.07008291454649059,0.05396505552777782,0.036278671831914695,0.6188754764230758,0.6511926831701469,2.328185536124737,0,0,0.011535011448221999,0.011535011448221999,0.07403300006185809,0.07403300006185809,0.03230055368130991,0.03230055368130991,-0.06254105377556052,-0.06254105377556052,7280466000.0,1.0850335679062302,0,0.010645131015244924,0,0.0938277397622755,-0.0292938678218044,-0.0433595123084619,0.0047078080405855,-0.0518307627291578,34.072640443064884,31.41092653918193,31.118812897081757,37.09636683022503,36.333556014146,-222.140266527927,-231.74106741389096,-219.48834435018443,-207.4371602848346,-199.52363288321976,0.0591279691495588,0.0538791798464579,0.0539391876950355,0.053591449776213,0.0534576826582502,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.025356294462897666,0.006505895162240443,34.06960598099021,34.711371269161425,0.8768960946761961,0.8389642877086185,0.5646798847214142,-0.011748927099380049,-0.005282042547767324,0,0,0,0,0,-0.049659881419382115,-1.7216976868956229,0.6641477174654671,0.3333333333333333,0.43253968253968256,0.36904761904761907,-0.48544921566001337
2020-03-26 00:00:00-04:00,2501.2900390625,2637.010009765625,2500.719970703125,2630.070068359375,7766990000,0.0,0.0,0.0624141633038768,2677.70849609375,3047.4127880859373,0.0608334876206424,42.107228709612805,-185.63370241002983,2817.782602770787,2531.537976074219,2245.293349377651,0.22614286603787137,0.9511562282686035,88.68217509370582,62.256305468899,-46.3607314584568,157.58140345982142,0.06236155350422133,3.200076711580669,50.85217058075846,17.416218528603633,17.469192143213025,20.949812944983286,2199.4513037109373,1,0.058653025624802596,0.07008291454649059,0.05396505552777782,0.036278671831914695,0.6188754764230758,0.6511926831701469,2.328185536124737,0,0,0.062414163303876835,0.062414163303876835,0.17550289762875648,0.17550289762875648,0.09159172471878985,0.09159172471878985,-0.06254105377556052,-0.06254105377556052,7280466000.0,1.0850335679062302,0,0.010645131015244924,0,0.0115350114482219,0.0938277397622755,-0.0292938678218044,-0.0433595123084619,0.0047078080405855,36.7252509607238,34.072640443064884,31.41092653918193,31.118812897081757,37.09636683022503,-209.8557242442448,-222.140266527927,-231.74106741389096,-219.48834435018443,-207.4371602848346,0.0593188010101143,0.0591279691495588,0.0538791798464579,0.0539391876950355,0.053591449776213,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,1.0850335679062302,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.9511562282686035,0.05592563817145807,0.0068572256707908,37.6350400378005,35.552111770576595,0.8768960946761961,0.8389642877086185,0.5646798847214142,-0.006468857910149119,-0.00426783401446046,0,0,0,0,0,-0.049659881419382115,-1.7216976868956229,0.6641477174654671,0.3333333333333333,0.43253968253968256,0.36904761904761907,-0.48544921566001337
